Feature,4_IBA_23,4_IBA_25,4_IBA_32,4_IBA_35,4_IBA_37,4_IBA_38,4_IBA_39,4_IBA_40,5_MAR_41,5_MAR_42,5_MAR_43,5_MAR_44,5_MAR_45,5_MAR_46,5_MAR_47,5_MAR_48,2_OCT_10,2_OCT_11,2_OCT_12,2_OCT_13,2_OCT_14,2_OCT_15,2_OCT_16,2_OCT_17,2_OCT_18,1_SEPT_1,1_SEPT_2,1_SEPT_3,1_SEPT_4,1_SEPT_5,1_SEPT_6,1_SEPT_7,1_SEPT_8,1_SEPT_9,3_TOR_19,3_TOR_20,3_TOR_21,3_TOR_22,3_TOR_24,3_TOR_26,3_TOR_27,3_TOR_28,3_TOR_29,3_TOR_30,3_TOR_31,3_TOR_33,3_TOR_34,3_TOR_36
Carteolol,39619.97041,136641.5541,37277.56839,50771.71104,1482651.704,24771.4186,86800.87202,48611.98073,33031.19505,31177.22801,1380131.166,32290.6555,26790.39641,24617.78633,24518.43221,21880.74081,33094.10285,35257.29327,23012.33181,32301.63333,44185.25969,39377.66995,27729.676,30559.28833,24983.70995,27096.63507,28179.00761,25904.74113,37818.17567,27306.99787,25921.36999,35879.40862,30798.94972,31985.30755,30415.85154,27697.07646,26668.20829,27167.30732,1443444.199,27435.69631,29742.60602,25062.18808,199164.1528,22714.75722,83560.72256,30948.15533,35420.14168,30587.00944
CDP-ethanolamine,13719367.16,27378638.27,16533844.16,12037288.95,7856847.9,33461495.11,27162584.73,11079186.08,7460352.174,8475909.303,5216742.941,11254420.89,4939507.76,8734247.005,9203251.152,12668986.43,29639448.55,35805242.67,38204431.45,23123084.77,50683095.95,34195598.36,47036850.94,12295004.69,27680101.25,10017301.34,8567265.444,11809866.86,10354565.22,5557878.165,6284971.754,7672276.625,8857207.371,8159414.878,61806799.15,96200952.94,49205407.55,52765833.5,51758793.38,44918463.56,46376911.05,20954731.43,42212996.96,27986916.68,51689332.14,24778321.43,46200349.19,59156637.91
Choline O-Sulfate,79272707.13,11360555.95,30202277.91,37503625.48,13224386.3,12048892.19,8183878.551,14225997.57,52183449.67,47135674.79,42651759.6,42774340.95,5166712.297,84769777.1,51953132.25,4379907.751,11859883.15,37494599.2,48270598.23,33868327.85,41081632.15,135645908.5,92295655.69,29539035.74,27386864.1,103243978.3,73932379.43,34004285.03,107794561,104260102.5,47761087.16,74900254.21,109112252.7,99794750.15,25876833.86,29637159.73,67228617.32,65864624.22,21000064.77,18480671.72,106744967.6,90016939.93,14877489.43,10932015.92,13417538.99,48787110.51,15041139.89,16181515.95
Choline_0,5727102075,3553941668,2847469924,6092689848,4859490837,2860031493,3256830940,8303599014,7081646431,2197568688,3486793776,3469106898,3684934162,2935448751,1982743521,3818962469,3031966694,2921805212,4128884494,3180638467,3256767323,2832699681,4281972122,7585692148,4742345498,6444963778,3987397381,5537742283,6421841904,3915139368,7106567399,6864735351,3480997889,3443925531,4257974350,4155002959,6178552395,5718093255,6077828419,2994198683,2867214988,7077697719,4593843676,8625434017,3419976430,2726205918,3659962943,3649142503
Choline_1,79050946.74,72374353.78,96960178.37,65575866.52,51276523.92,75897808.53,72194761.8,125129232.3,124509130.9,59428733.26,56899518.38,80339744.7,76232339.79,48391030.61,45513111.1,82656872.15,41948893.63,92096106.02,56209872.75,41620546.97,77724788.63,62790911.16,57412714.44,81282224.1,43619661.16,61460756.32,59422698.73,68425124.73,82374617.19,47701279.49,102084240.5,105841638.6,48719341.95,62585537.87,74749065.9,85096270.93,71664488.34,69721294.61,91093940.29,72852609.85,61179036.29,53813138.83,52959158.36,107149022.3,67319295.64,64554684.84,60198704.53,160769069.2
cis-5-Tetradecenoylcarnitine,58100106.79,369529459.1,84774507.44,70255556.02,26039235.74,180193943.2,81165595.34,76119838.81,18059899.39,20562218.81,95648390.93,20082560.57,47313700.23,16917851.01,44183041.9,17015998.32,30646330.81,87767042.6,132937888.5,238913247.1,72056612.36,117065907.6,121486398.3,192127633.8,81470767.04,12673310.24,16286861.71,26639645.39,55286200.16,12925609.67,32115246.06,34941783.83,53367102.58,23331805.23,53307857.98,91991402.9,52046517.13,46341760.42,37687815.69,80129960.56,25164489.14,78994001.54,133616203.9,73589226.98,94195855.62,50517772.46,55405700.61,19544038.62
cis-acetylacrylic acid,6879995.633,7003693.816,6949378.556,6291203.867,7289145.694,4769553.188,8820370.212,6256717.26,6155714.233,6781798.502,5520331.876,7095177.678,5451836.036,5861775.769,5947256.052,5118348.942,8282862.528,10421468.46,8496185.595,6202882.876,8984236.654,9214424.14,8538457.957,8167678.821,6043547.096,7148334.683,7306741.367,8275745.555,8620075.622,6979613.602,6314236.137,6483194.791,6751529.6,8979058.264,10138514.4,9752235.089,8498496.155,6936100.044,9812895.644,7747709.302,8637385.089,6429303.551,5335172.168,5148283.446,5821014.275,8210276.764,8258215.696,8801504.892
Creatine,15038584671,14610123842,11195670218,12447044108,12705993402,12865944777,13108865326,11717388230,13030655992,13627258768,12092943920,14117996940,14075452738,13427978101,14735998691,12698019869,14450119733,13563467588,13638406317,11973971983,16649450475,13500608725,12062152353,14917863458,12986665366,11817232130,14377817686,12189899616,12564237232,14891074055,13127776309,13244422222,12666333543,13422033763,13516663811,14157722864,12564063803,16537413949,13241420003,15943589061,14592060775,13417552941,12960111160,14500927287,15029961287,15237366708,13645715372,14180729485
Creatinine,3832648155,4314834173,3244911622,3423539407,3448051081,4597828316,3672765981,3967233550,4052536669,5170484184,3917131795,4434437146,4279754654,3791811508,5072794605,3603680275,4384589821,3248250114,4108409484,3517584821,3896821802,4807604994,3720056608,4169764702,3079881098,4244897380,3751077876,4074821694,3868307764,4532633527,4475748390,4729510460,4026245279,4139789009,4899941143,4675376972,3502307739,4044621448,4541773659,4390204184,4754027218,3759106643,5312380089,5037355578,3455217096,5060437168,4562445698,4850821993
Crotanecine,876637.6697,619096.0682,427444.037,271146.0484,762598.7177,364127.197,362343.5728,737889.4153,41249.13394,286937.0017,405109.98,168706.2463,1615917.793,211615.543,270268.2199,2191118.944,468976.5345,258171.69,173898.5053,508523.998,547738.8659,633836.5274,478379.8445,266574.1775,283410.7798,197284.0161,92822.30519,114379.1506,203902.3824,231621.7557,33527.53343,94513.83737,158377.2022,67256.69599,733442.5644,343566.999,643995.6662,775880.2117,518006.3546,207898.4703,1652473.659,472731.8504,456343.8204,395021.6705,431499.8812,868754.1747,316333.1481,503978.4836
Cyclic ADP-ribose,1696699.802,2497224.624,7205954.353,3564688.678,2586395.229,7848032.366,605099.3221,5288076.458,5445811.042,5039129.082,6376451.786,11071672.24,8974713.479,9022407.302,13814128.64,2904137.152,5730511.261,3913422.926,1601048.238,2183212.692,3618299.312,5410243.833,5036015.571,7133651.004,671615.4166,3081283.075,1575205.958,3591710.422,5811201.357,1244494.041,2477727.922,6112366.878,1215637.7,5562455.881,3482794.111,2136420.061,1014768.341,1209786.308,2120658.434,1200652.928,3736283.189,97105.49755,1871683.805,2551200.275,1594689.366,7737301.459,2475991.533,2202683.147
CYCLO(-SER-TYR),3964337.758,13296091.04,2444923.705,2164364.421,2112508.249,31452608.85,21395875.85,1515771.342,1682757.581,838031.2981,1173828.976,1311795.429,753724.4049,839305.9193,346036.7698,1383516.76,8496140.678,2527763.675,13803156.93,7789592.436,26680826.59,11413505.35,10285232.17,4609255.661,13972121.77,396591.4134,1441927.431,387384.9184,891575.8816,562706.3537,418197.4499,699017.6675,1187872.879,2044342.381,19613250.68,14350374.54,11836675.61,22923007.59,60352278.92,17490828.15,31856081.95,24735339.88,24994496.44,37531060.78,14877619.02,14687746,22735133.75,34210496.79
cys-glu,45188.28368,69281.23652,117952.9932,50086.28164,1241275.682,129153.3463,287982.1546,36627.30069,136844.0454,3882738.276,44075.38184,133731.2952,26641.8747,4063130.326,54817.89787,3115175.542,3787176.3,37924.98883,271395.395,179093.7861,34412.78965,90497.80731,2781624.276,1857354.862,556965.4357,64226.14153,219695.0414,47206.47045,3054391.856,215290.1059,46104.21994,41865.7987,59815.09354,3617234.405,36778.21564,139254.9244,343199.2961,209636.4412,2967594.785,1431353.319,96851.10801,1329848.005,58415.369,60830.48673,99097.1191,124005.7109,275979.1595,206252.5895
